dis,gene,av.sim
C4021244,ATP7A,0.0228
C4021244,PHEX,0.0228
C4021244,INPPL1,0.0209
C4021244,TRAPPC2,0.0185
C4021244,COL5A2,0.0173
C4021244,COL11A1,0.01705
C4021249,GLI2,0.2013
C4021249,HESX1,0.1991
C4021249,OTX2,0.1771
C4021249,SOX3,0.1682199999999999
C4021249,PROP1,0.1213
C4021249,LHX3,0.1202
C4021249,POU1F1,0.1001
C4021249,PTCH1,0.08042
C4021249,TBX3,0.04368
C4021249,PRRX1,0.04162
C4021249,ARNT2,0.03832
C4021249,LHX4,0.0351999999999999
C4021249,SHH,0.03362
C4021249,PRKAR1A,0.033075
C4021249,FGFR1,0.03234
C4021250,BRAF,0.2625
C4021250,CTNNB1,0.257
C4021250,MUC1,0.1787
C4021250,NF1,0.1146
C4021250,MAP2K1,0.0967
C4021250,AMER1,0.0881
C4021250,DSC3,0.0873
C4021250,PTPN11,0.0747
C4021250,PIK3CA,0.0634
C4021250,APC,0.0595
C4021250,TNF,0.0531
C4021250,COMP,0.0435
C4021250,KRAS,0.0423
C4021250,MAP2K2,0.04215
C4021250,GNAS,0.0398
C4021254,GDF5,0.0821333333333333
C4021254,GRHL3,0.0525
C4021254,MYH8,0.04342
C4021254,TP63,0.0347142857142857
C4021254,MSX1,0.03465
C4021254,ROR2,0.0312142857142857
C4021254,RIPK4,0.0306428571428571
C4021254,SOST,0.0304833333333333
C4021254,FGF9,0.0247499999999999
C4021254,PTDSS1,0.0243999999999999
C4021254,FLNB,0.0189428571428571
C4021254,FIG4,0.0164428571428571
C4021254,WDR60,0.0162
C4021254,GJA1,0.0157428571428571
C4021254,RAB23,0.0139428571428571
C4021262,GATA4,0.2145
C4021262,CHRND,0.12755
C4021262,MYF6,0.0929
C4021262,CHRNB1,0.09235
C4021262,CHRNA1,0.0797
C4021262,MEF2C,0.0741
C4021262,NR2F2,0.0712
C4021262,PHGDH,0.0696
C4021262,CHRNE,0.0561
C4021262,BUB1B,0.0554
C4021262,IGF2,0.0412
C4021262,MECP2,0.0409
C4021262,IFRD1,0.04
C4021262,SCA18,0.04
C4021262,TCF4,0.0389
C4021326,FIG4,0.1422
C4021326,BRAF,0.1124
C4021326,GDF5,0.1047999999999999
C4021326,MAP2K2,0.094
C4021326,MBTPS2,0.0799
C4021326,NOG,0.0757
C4021326,GRIP1,0.0724
C4021326,RAX,0.0699
C4021326,KCNH1,0.0672
C4021326,RIPK4,0.0671
C4021326,PTDSS1,0.0666
C4021326,LMNA,0.0656
C4021326,KRAS,0.0614
C4021326,MAP2K1,0.0566
C4021326,TP63,0.0543
C4021335,FLNA,0.3307
C4021335,TAB2,0.0926
C4021335,PTPN3,0.0803
C4021335,IL17RD,0.0762
C4021335,ODPF,0.0721
C4021335,LRP5,0.0412
C4021335,GLE1,0.0411
C4021335,GJA1,0.0404
C4021335,COL11A1,0.02965
C4021335,GNAS,0.0289
C4021335,SLC29A3,0.0288
C4021335,ABCC9,0.02705
C4021335,RPS6KA3,0.02685
C4021335,SOST,0.0249
C4021335,LRP4,0.02275
C4021343,TWIST1,0.02445
C4021343,HOXA13,0.0239
C4021343,MEGF8,0.0237666666666666
C4021343,FGFR3,0.0229
C4021343,AIP,0.0228
C4021343,FGFR1,0.017
C4021343,GJA1,0.0151
C4021343,KIAA0586,0.0141
C4021343,RAB23,0.01385
C4021343,POR,0.01206
C4021343,FGF10,0.01116
C4021343,SEC24D,0.0111
C4021343,IMPAD1,0.0099
C4021343,FLNA,0.0097166666666666
C4021343,NOG,0.0094833333333333
C4021360,FGFR2,0.5348
C4021360,FGFR1,0.1278999999999999
C4021360,FGFR3,0.1192
C4021360,EP300,0.104
C4021360,MASP1,0.0731
C4021360,ZIC1,0.0618
C4021360,CREBBP,0.043
C4021360,ALX4,0.0398
C4021360,STAT3,0.0358
C4021360,HSP90AA1,0.0347
C4021360,FGF10,0.03285
C4021360,ERF,0.03225
C4021360,PIGV,0.0202
C4021360,MED12,0.0197
C4021360,KAT6A,0.0193
C4021365,FGFR2,0.4485
C4021365,FGFR3,0.1193
C4021365,MASP1,0.1121
C4021365,FGF10,0.0866
C4021365,EP300,0.0821
C4021365,CREBBP,0.0816
C4021365,ZIC1,0.07475
C4021365,ERF,0.06205
C4021365,EFNB1,0.0497
C4021365,TCF12,0.0436
C4021365,KAT6A,0.0412
C4021365,NRAS,0.0403
C4021365,PPP2R1A,0.0395
C4021365,HERC2,0.0395
C4021365,DYNC1H1,0.0393
C4021371,OTX2,0.214
C4021371,EXT1,0.1734
C4021371,FGFR3,0.1188
C4021371,EXT2,0.09595
C4021371,TRPS1,0.085
C4021371,PRRX1,0.0586
C4021371,GHR,0.0303
C4021371,WNT3,0.026075
C4021371,SLC29A3,0.026
C4021371,PAX3,0.023475
C4021371,TBXAS1,0.0234
C4021371,SHH,0.0168
C4021371,TWIST1,0.01525
C4021371,POLR1D,0.01505
C4021371,OSMR,0.01445
C4021377,FGFR2,0.2265
C4021377,FGF10,0.2135666666666666
C4021377,FGFR3,0.0617
C4021377,TWIST1,0.0538
C4021377,MASP1,0.0314333333333333
C4021377,FGFR1,0.0215333333333333
C4021377,TBX22,0.0174
C4021377,IHH,0.0139333333333333
C4021377,ERF,0.0050333333333333
C4021377,TP63,0.0046333333333333
C4021377,ZIC1,0.0037
C4021377,RECQL4,0.0036
C4021377,POR,0.0035333333333333
C4021377,EVC,0.0034
C4021377,MED12,0.00335
C4021385,RAB3GAP1,0.098
C4021385,RAB3GAP2,0.0838
C4021385,RAB18,0.0831
C4021385,BCOR,0.0577
C4021385,INSR,0.0512
C4021385,CCDC88A,0.047
C4021385,HDAC6,0.04115
C4021385,GJA1,0.0371
C4021385,NKX3-2,0.0361
C4021385,COL10A1,0.0354
C4021385,HOXA13,0.03355
C4021385,ZDHHC9,0.0322
C4021385,TBC1D20,0.0297666666666666
C4021385,TGFB1,0.0293
C4021385,WNT3,0.0264
C4021386,KCNJ6,0.073
C4021386,AUTS2,0.0475499999999999
C4021386,CCDC8,0.04245
C4021386,FGFR3,0.0404
C4021386,FGF10,0.0398333333333333
C4021386,FGFR2,0.03745
C4021386,COL2A1,0.0319
C4021386,MAN2B1,0.0297666666666666
C4021386,CUL7,0.0284
C4021386,INPPL1,0.02265
C4021386,NEK1,0.0212
C4021386,SLC26A2,0.017775
C4021386,WNT3,0.0172666666666666
C4021386,PRRX1,0.0168333333333333
C4021386,EVC,0.01675
C4021390,GDF5,0.087425
C4021390,NOG,0.0441
C4021390,CHRNA1,0.0421333333333333
C4021390,CHRND,0.0323
C4021390,KIF22,0.03085
C4021390,NECTIN1,0.02235
C4021390,IHH,0.019475
C4021390,LMX1B,0.019225
C4021390,RUNX2,0.0191666666666666
C4021390,FLNA,0.018025
C4021390,GNAS,0.018
C4021390,MYH3,0.0122499999999999
C4021390,FLNB,0.00685
C4021390,RIPK4,0.0057666666666666
C4021390,ROR2,0.005175
C4021391,LONP1,0.0953
C4021391,EFEMP2,0.0724
C4021391,MAP3K7,0.0671
C4021391,KDM5C,0.0599
C4021391,SKI,0.0577
C4021391,FBN2,0.042
C4021391,ADAMTSL2,0.0417
C4021391,LTBP3,0.0412
C4021391,LTBP2,0.0409
C4021391,TGFB2,0.0395
C4021391,TGFBR2,0.0395
C4021391,PRKG1,0.0379
C4021391,RAB18,0.0374
C4021391,MFAP5,0.0289
C4021391,TGFB3,0.0253
C4021395,FGF10,0.2575571428571429
C4021395,FGFR3,0.1392
C4021395,FGFR2,0.1108
C4021395,SIX1,0.1068714285714285
C4021395,EYA1,0.0634
C4021395,DYNC2LI1,0.0506
C4021395,IKBKG,0.0337333333333333
C4021395,TBX22,0.0183857142857142
C4021395,TP63,0.0173857142857142
C4021395,ACF,0.01695
C4021395,ATP7A,0.0162333333333333
C4021395,FGFR1,0.0153571428571428
C4021395,HOXA13,0.0143
C4021395,TRPS1,0.0124857142857142
C4021395,HOXA2,0.0111
C4021398,GDF5,0.39395
C4021398,FGFR1,0.1911
C4021398,FGFR2,0.1709999999999999
C4021398,SALL1,0.1312
C4021398,FGFR3,0.1043
C4021398,NOG,0.07185
C4021398,FGF16,0.0559
C4021398,GLI3,0.05165
C4021398,FLNA,0.0449
C4021398,FGF9,0.0378
C4021398,SLC26A2,0.037
C4021398,POR,0.02405
C4021398,FGF10,0.023
C4021398,WNT7A,0.0205
C4021398,TBX15,0.02045
C4021418,FGFR2,0.4935
C4021418,FGFR3,0.1985
C4021418,FGF10,0.1484
C4021418,TP63,0.089
C4021418,HOXA13,0.0349
C4021418,TWIST1,0.02975
C4021418,TBX22,0.02055
C4021418,FGFR1,0.0074
C4021418,EVC,0.0051
C4021418,IHH,0.004
C4021418,DYNC2LI1,0.0039
C4021418,GDF5,0.0037
C4021418,POR,0.0036
C4021418,ERF,0.00355
C4021418,RECQL4,0.00355
C4021427,GDF5,0.9069
C4021427,BMP2,0.1282
C4021427,MYCN,0.0303
C4021427,FLNB,0.024
C4021427,IHH,0.02105
C4021427,BDA1B,0.01925
C4021427,BMPR1B,0.0177
C4021427,NOG,0.0081
C4021427,WNT7A,0.0049
C4021427,SHOX,0.0048
C4021427,ACTD,0.00445
C4021427,FGFR2,0.0038
C4021427,HOXA13,0.00355
C4021427,COL2A1,0.00355
C4021427,FGF9,0.0033
C4021435,COL2A1,0.1269
C4021435,NKX3-2,0.1155
C4021435,GLI3,0.1147
C4021435,SALL1,0.1135
C4021435,FLNA,0.0938
C4021435,SHH,0.0669
C4021435,GNAS,0.0644
C4021435,COL10A1,0.0625
C4021435,NOTCH3,0.0612
C4021435,FBLN1,0.0608
C4021435,HOXD13,0.0586
C4021435,NOG,0.0502
C4021435,ALX3,0.0469
C4021435,TRIM37,0.0429
C4021435,SOX9,0.039
C4021465,GDF5,0.7077
C4021465,BMP2,0.09235
C4021465,BDA1B,0.0789
C4021465,FLNB,0.0255
C4021465,IHH,0.02475
C4021465,BMPR1B,0.0205
C4021465,NOG,0.00625
C4021465,SHOX,0.00485
C4021465,WNT7A,0.0048
C4021465,COL2A1,0.0042
C4021465,FGFR2,0.004
C4021465,ACTD,0.00385
C4021465,NPR2,0.0035
C4021465,SLC26A2,0.00335
C4021465,CHST3,0.0033499999999999
C4021515,B3GAT3,0.4912
C4021515,FLNB,0.1481
C4021515,ADAMTSL2,0.0811
C4021515,PPP2R5D,0.0746
C4021515,BOS2,0.0736
C4021515,HRPT3,0.0734
C4021515,SLC6A2,0.0734
C4021515,DFNB71,0.0731
C4021515,RP34,0.0725
C4021515,PDCD10,0.0725
C4021515,RORC,0.0711
C4021515,LTBP3,0.0685
C4021515,COL2A1,0.0589
C4021515,FBN1,0.0436
C4021515,RMRP,0.0418
C4021524,CYP27B1,0.2819
C4021524,TYROBP,0.1643
C4021524,CLCN5,0.1632
C4021524,MAPT,0.1536999999999999
C4021524,TREM2,0.1444
C4021524,GRN,0.1436666666666666
C4021524,PSEN1,0.1390333333333333
C4021524,CHMP2B,0.1354999999999999
C4021524,VCP,0.1210333333333333
C4021524,SQSTM1,0.0781
C4021524,GRIN2A,0.04645
C4021524,C9orf72,0.0335499999999999
C4021524,MOCS1,0.0296
C4021524,TBCE,0.0277
C4021524,NDRG1,0.0251
C4021525,LBR,0.1106
C4021525,WDR60,0.1091
C4021525,HOXA13,0.0942
C4021525,SLC26A2,0.0805333333333333
C4021525,TRIP11,0.0766
C4021525,FLNA,0.0704
C4021525,ATP7A,0.0598
C4021525,CEBPE,0.0539
C4021525,COL2A1,0.0495666666666666
C4021525,CTSK,0.0479
C4021525,PTH1R,0.0477666666666666
C4021525,WDR34,0.0389
C4021525,NEK1,0.0387
C4021525,EVC,0.0364333333333333
C4021525,IFT172,0.035
C4021527,VDR,0.2672
C4021527,CLCN5,0.13396
C4021527,CYP27B1,0.1082
C4021527,BRAF,0.04006
C4021527,PHEX,0.03544
C4021527,TFG,0.03425
C4021527,GCM2,0.0321
C4021527,LRP2,0.0292499999999999
C4021527,TREM2,0.0279
C4021527,TYROBP,0.0274
C4021527,PRDM16,0.0227
C4021527,SUZ12,0.02255
C4021527,MYH3,0.0221
C4021527,DMP1,0.02124
C4021527,TNNT3,0.0211
C4021528,ZMPSTE24,0.2197
C4021528,MAPT,0.1907
C4021528,PSEN1,0.1847
C4021528,TREM2,0.1827
C4021528,GRN,0.1644
C4021528,CHMP2B,0.1538
C4021528,SQSTM1,0.1026
C4021528,CIDEC,0.0934
C4021528,TRIM32,0.0533
C4021528,SMN1,0.0531
C4021528,SGCB,0.0525
C4021528,C9orf72,0.035
C4021528,HNRNPA1,0.0342
C4021528,HNRNPA2B1,0.0337
C4021528,DES,0.0198
C4021533,MAP2K1,0.163425
C4021533,BRAF,0.1269
C4021533,NF1,0.0670999999999999
C4021533,KRAS,0.060275
C4021533,MAP2K2,0.0547249999999999
C4021533,PTPN11,0.0497
C4021533,SMO,0.0489
C4021533,HRAS,0.033025
C4021533,RUNX2,0.0308666666666666
C4021533,TYR,0.0299
C4021533,NT5C2,0.0288
C4021533,NRAS,0.028575
C4021533,CREBBP,0.0285333333333333
C4021533,EP300,0.0283
C4021533,STK11,0.0269
C4021541,GALNS,0.252675
C4021541,IDUA,0.072975
C4021541,GLB1,0.0529
C4021541,ARSB,0.044075
C4021541,DYM,0.041475
C4021541,CTSA,0.0327999999999999
C4021541,AGA,0.0318
C4021541,RMRP,0.030625
C4021541,GLA,0.02935
C4021541,MAN2B1,0.02735
C4021541,IDS,0.02595
C4021541,MANBA,0.02515
C4021541,NEU1,0.022175
C4021541,NAGA,0.02135
C4021541,PIK3CA,0.0199
C4021545,RAG1,0.21535
C4021545,RAG2,0.1608
C4021545,FAH,0.09135
C4021545,CCND1,0.0518
C4021545,NFKB2,0.0444666666666666
C4021545,IL2RG,0.0412333333333333
C4021545,ATR,0.0380499999999999
C4021545,IL7R,0.0359
C4021545,RAD50,0.03525
C4021545,DCLRE1C,0.0336666666666666
C4021545,LIG4,0.0304
C4021545,LEP,0.02765
C4021545,CHD7,0.0274999999999999
C4021545,IGH,0.0266
C4021545,GNMT,0.0234
C4021546,FOXRED1,0.097
C4021546,NDUFS4,0.0904
C4021546,NDUFAF4,0.086
C4021546,NDUFS3,0.0856
C4021546,NDUFS1,0.0822
C4021546,NDUFAF3,0.0768
C4021546,NDUFV2,0.0764
C4021546,NDUFS2,0.0736
C4021546,NDUFB9,0.0726
C4021546,NDUFV1,0.071
C4021546,NDUFA1,0.0696
C4021546,NDUFS6,0.069
C4021546,NDUFAF1,0.0686
C4021546,NDUFB3,0.0679
C4021546,ND5,0.05116
C4021550,NR5A1,0.2044
C4021550,MAP3K1,0.19
C4021550,SRY,0.1899
C4021550,VAMP7,0.1719
C4021550,GATA4,0.1641
C4021550,NR0B1,0.1585
C4021550,WWOX,0.1583
C4021550,SOX9,0.1514
C4021550,ZFPM2,0.146
C4021550,POR,0.1240624999999999
C4021550,CYP11B1,0.079525
C4021550,CYP17A1,0.0748
C4021550,CYB5A,0.0634
C4021550,HSD3B2,0.0592
C4021550,DHH,0.0580125
C4021551,TACR3,0.2901
C4021551,NSMF,0.283
C4021551,FGF17,0.2614
C4021551,DUSP6,0.153
C4021551,FGFR1,0.1482
C4021551,HS6ST1,0.147
C4021551,GNRHR,0.1463
C4021551,CHD7,0.142
C4021551,FGF8,0.1331
C4021551,KISS1,0.1258
C4021551,ANOS1,0.12
C4021551,GNRH1,0.1188
C4021551,TAC3,0.1109
C4021551,FLRT3,0.0437888888888888
C4021551,IL17RD,0.0407111111111111
C4021553,SCN4A,0.2735
C4021553,CACNA1S,0.2003
C4021553,KCNE3,0.1936
C4021553,GABRA3,0.074
C4021553,FAH,0.032925
C4021553,KCNJ18,0.02785
C4021553,SLC16A1,0.0266
C4021553,ATP6V0A4,0.0216
C4021553,GYS2,0.012475
C4021553,SHPK,0.01045
C4021553,LMNA,0.00866
C4021553,INSR,0.0070333333333333
C4021553,CLCN1,0.00572
C4021553,RYR1,0.00418
C4021553,RHAG,0.00415
C4021559,PROM1,0.47775
C4021559,ABCA4,0.4459
C4021559,CNGB3,0.3096
C4021559,ELOVL4,0.21855
C4021559,PRPH2,0.2158999999999999
C4021559,LRP5,0.0714
C4021559,CNGA3,0.0701
C4021559,GNAT2,0.06395
C4021559,TMEM98,0.04085
C4021559,CLCNKB,0.04085
C4021559,PDE6C,0.04035
C4021559,CNNM4,0.0321
C4021559,ATP6,0.02705
C4021559,GUCA1A,0.02625
C4021559,RPGR,0.0258499999999999
C4021560,CRYBB2,0.2201999999999999
C4021560,CRYGD,0.1809333333333333
C4021560,CRYGC,0.0972333333333333
C4021560,CRYBA4,0.08395
C4021560,NHS,0.0709
C4021560,CRYBB1,0.0625
C4021560,RPS6KA3,0.0527
C4021560,PTH1R,0.0498
C4021560,CRYBA2,0.0464333333333333
C4021560,CRYBB3,0.0453
C4021560,CCT,0.0426666666666666
C4021560,SEC23A,0.0393
C4021560,MIP,0.0363
C4021560,GJA8,0.0345333333333333
C4021560,FTL,0.0336
C4021564,FGFR2,0.8032
C4021564,FGFR3,0.7509
C4021564,FGF10,0.5128
C4021564,TP63,0.0741333333333333
C4021564,EVC,0.0284333333333333
C4021564,TBX22,0.0253666666666666
C4021564,HOXA13,0.0247333333333333
C4021564,FGFR1,0.0215
C4021564,TWIST1,0.0208333333333333
C4021564,IHH,0.0150666666666666
C4021564,RECQL4,0.004
C4021564,GDF5,0.0039333333333333
C4021564,POR,0.0037333333333333
C4021564,DYNC2LI1,0.0036333333333333
C4021564,COL2A1,0.0035333333333333
C4021565,TGFBI,0.7292666666666667
C4021565,COL8A2,0.1710666666666666
C4021565,KRT14,0.13175
C4021565,KRT5,0.0978
C4021565,CHST6,0.0956
C4021565,VSX1,0.0813333333333333
C4021565,KRT12,0.0811
C4021565,TACSTD2,0.0698
C4021565,KRT3,0.0553
C4021565,SLC4A11,0.044
C4021565,CDB2,0.0332333333333333
C4021565,MBTPS2,0.0301666666666666
C4021565,OVOL2,0.0256
C4021565,ZEB1,0.0226666666666666
C4021565,MPV17,0.01915
C4021568,CRYGD,0.18455
C4021568,CRYBB2,0.13135
C4021568,CRYBB1,0.1162
C4021568,NHS,0.0924
C4021568,P3H2,0.0849
C4021568,MIP,0.0674999999999999
C4021568,CRYBB3,0.0498
C4021568,CRYGC,0.04725
C4021568,MAF,0.0411
C4021568,GJA8,0.03245
C4021568,MAN1B1,0.0313
C4021568,TMCO1,0.0285
C4021568,ZEB2,0.0284
C4021568,KCNK9,0.028
C4021568,CRYAA,0.0279
C4021569,ATP6,0.2893
C4021569,ND6,0.2839
C4021569,ND4,0.2762
C4021569,ND1,0.2663
C4021569,ND2,0.1874
C4021569,ND5,0.1676
C4021569,CYTB,0.1566
C4021569,COX1,0.1485428571428571
C4021569,COX3,0.1135
C4021569,ND4L,0.1009
C4021569,TRNW,0.0489428571428571
C4021569,TRNL1,0.0472
C4021569,MFN2,0.0405714285714285
C4021569,TRNK,0.0405571428571428
C4021569,TRNV,0.0384
C4021570,FSCN2,0.06795
C4021570,TULP1,0.0665
C4021570,OPN1SW,0.0663
C4021570,LIPI,0.063
C4021570,CNGA1,0.05355
C4021570,PDE6A,0.05275
C4021570,CRB1,0.047975
C4021570,RPE65,0.045225
C4021570,LRAT,0.0436
C4021570,BEST1,0.04125
C4021570,RP9,0.0396
C4021570,RP1,0.0382
C4021570,ABCA4,0.0366
C4021570,CRX,0.035975
C4021570,IFT140,0.03595
C4021578,GDAP1,0.20525
C4021578,HSPB8,0.1207
C4021578,SPTLC2,0.115
C4021578,BVES,0.0975
C4021578,RAB7A,0.07715
C4021578,HCA1,0.0752
C4021578,PBCRA1,0.0749
C4021578,ENUR1,0.0748
C4021578,ATL1,0.0644
C4021578,HSPB3,0.06115
C4021578,COX6A1,0.0578
C4021578,FXN,0.0548
C4021578,CMT2H,0.0438
C4021578,TCAP,0.0412
C4021578,MPZ,0.03775
C4021581,LDB3,0.2694
C4021581,MYOT,0.23515
C4021581,MPZ,0.0871
C4021581,EGR2,0.0776
C4021581,TCAP,0.07565
C4021581,TNNI3,0.0643
C4021581,ATP2B3,0.0571
C4021581,PMP22,0.0482
C4021581,PRPS1,0.0462
C4021581,ACTA1,0.0429
C4021581,LMNA,0.04115
C4021581,NEB,0.0367
C4021581,FBN1,0.0338
C4021581,ATP7A,0.0335499999999999
C4021581,BICD2,0.0324
C4021584,PSEN1,0.3993
C4021584,VCP,0.374
C4021584,CHMP2B,0.3671
C4021584,MAPT,0.3469
C4021584,TREM2,0.3454
C4021584,GRN,0.3209
C4021584,SQSTM1,0.2662
C4021584,C9orf72,0.0554999999999999
C4021584,SNRPN,0.038375
C4021584,CACNA1A,0.0366
C4021584,UBE2A,0.03176
C4021584,RAI1,0.0287399999999999
C4021584,TBK1,0.02324
C4021584,UBQLN2,0.0180999999999999
C4021584,HNRNPA2B1,0.015525
C4021585,TWNK,0.4051
C4021585,AKR1D1,0.2165
C4021585,TYMP,0.2016
C4021585,RRM2B,0.1083
C4021585,ABCB4,0.0725
C4021585,DHH,0.0681
C4021585,PTPN3,0.0585
C4021585,SLC25A4,0.0564
C4021585,HMOX1,0.0361
C4021585,LAMA2,0.0315
C4021585,ISCU,0.0296
C4021585,MFN2,0.02945
C4021585,ADK,0.02815
C4021585,POLG2,0.028
C4021585,PKHD1,0.0279
C4021592,TBX1,0.1704
C4021592,DGCR6,0.139
C4021592,DGCR8,0.1329
C4021592,DGCR14,0.129
C4021592,DGCR2,0.1289
C4021592,COMT,0.0590333333333333
C4021592,ARVCF,0.059
C4021592,HIRA,0.0556
C4021592,RREB1,0.0546666666666666
C4021592,UFD1L,0.0535333333333333
C4021592,GP1BB,0.0512
C4021592,SEC24C,0.0486333333333333
C4021592,SF3B4,0.0335
C4021592,RAI1,0.0318666666666666
C4021592,TP63,0.0315999999999999
C4021606,SALL1,0.0528333333333333
C4021606,RUNX2,0.04725
C4021606,TP63,0.0396666666666666
C4021606,COL10A1,0.0347
C4021606,PCSK5,0.0262999999999999
C4021606,MEGF8,0.02625
C4021606,RAB23,0.0212
C4021606,HOXA13,0.0197333333333333
C4021606,WNT5A,0.0186
C4021606,DVL1,0.0183
C4021606,PIGA,0.0164
C4021606,BUB1B,0.0162
C4021606,BBS4,0.0123
C4021606,SDCCAG8,0.0111
C4021606,ROR2,0.0109
C4021607,GDF5,0.1722
C4021607,ALDH18A1,0.1103
C4021607,PYCR1,0.1034
C4021607,FLNB,0.0707
C4021607,ROR2,0.0703
C4021607,RIPK4,0.0698
C4021607,FIG4,0.0653
C4021607,FGFR1,0.0554
C4021607,ZMPSTE24,0.055
C4021607,POR,0.0543
C4021607,LMNA,0.0534
C4021607,FGF9,0.04445
C4021607,PAX1,0.0428
C4021607,BMPR1B,0.0415
C4021607,SIX1,0.0401
C4021611,SLC26A2,0.0822
C4021611,MATN3,0.07135
C4021611,COL9A1,0.0645
C4021611,COMP,0.045
C4021611,EIF2AK3,0.0413899999999999
C4021611,COL9A3,0.0407
C4021611,WISP3,0.04026
C4021611,COL11A1,0.03405
C4021611,DYM,0.0337
C4021611,CHST3,0.03349
C4021611,KIF22,0.0331399999999999
C4021611,COL2A1,0.0318
C4021611,HPGD,0.0301
C4021611,SCN9A,0.0299
C4021611,FAM134B,0.0285
C4021626,SLC26A2,0.103
C4021626,LBR,0.0649
C4021626,COL2A1,0.0596
C4021626,FLNA,0.0590666666666666
C4021626,TRIP11,0.0471
C4021626,GPC6,0.0392833333333333
C4021626,CTSK,0.0383666666666666
C4021626,SLC35D1,0.0331666666666666
C4021626,ATP7A,0.0308
C4021626,FLNB,0.0264666666666666
C4021626,EVC,0.0212166666666666
C4021626,IFT172,0.0161
C4021626,PTH1R,0.0147
C4021626,SOST,0.0140333333333333
C4021626,CDKN1C,0.0129
C4021627,FGFR3,0.7517
C4021627,FGFR2,0.6463
C4021627,FGF10,0.519
C4021627,TP63,0.0847333333333333
C4021627,TWIST1,0.0353333333333333
C4021627,IKBKG,0.0287
C4021627,DYNC2LI1,0.0215666666666666
C4021627,HOXA13,0.0203
C4021627,FGFR1,0.0202666666666666
C4021627,TBX22,0.0150333333333333
C4021627,EVC,0.0137666666666666
C4021627,RECQL4,0.0038333333333333
C4021627,POR,0.0037666666666666
C4021627,GDF5,0.0037666666666666
C4021627,FGF9,0.0034666666666666
C4021629,COL1A1,1.0485
C4021629,COL1A2,0.6441
C4021629,COL5A1,0.19865
C4021629,COL5A2,0.1622
C4021629,PPIB,0.075
C4021629,OTSC1,0.0476
C4021629,PDGFB,0.03005
C4021629,PHEX,0.0256
C4021629,TRIP11,0.0244
C4021629,LBR,0.024
C4021629,CTNS,0.0228
C4021629,COL11A2,0.0217
C4021629,CRTAP,0.0167
C4021629,DSPP,0.01625
C4021629,COL2A1,0.0148499999999999
C4021630,BRF1,0.12045
C4021630,COL1A1,0.0274
C4021630,PPIB,0.0252333333333333
C4021630,COL1A2,0.0244
C4021630,P3H1,0.0237
C4021630,COL11A2,0.02328
C4021630,COL5A1,0.021275
C4021630,MATN3,0.02068
C4021630,FBN1,0.01646
C4021630,COL5A2,0.01632
C4021630,OTSC1,0.01345
C4021630,CRTAP,0.0103249999999999
C4021630,COL2A1,0.007
C4021630,COL11A1,0.0052
C4021630,SLC26A2,0.0051
C4021632,FANCD2,0.1017
C4021632,LMNA,0.0898
C4021632,BRIP1,0.0855
C4021632,FLT4,0.0781
C4021632,ZMPSTE24,0.0717
C4021632,BCOR,0.0716
C4021632,NAA10,0.0696
C4021632,FERMT1,0.0667
C4021632,RECQL4,0.0657
C4021632,LBR,0.0642
C4021632,KRT85,0.0585
C4021632,MBTPS2,0.0493
C4021632,BRAF,0.0467
C4021632,CDH3,0.042
C4021632,FOXC2,0.0419
C4021633,DSG1,0.09625
C4021633,COL7A1,0.0396
C4021633,GJB4,0.0391
C4021633,COL11A1,0.035
C4021633,MMP1,0.0342
C4021633,HLA-B,0.034
C4021633,GJA1,0.0339
C4021633,IKZF1,0.0338
C4021633,LOR,0.0337
C4021633,AVSD1,0.0337
C4021633,KRT1,0.0322
C4021633,DSPP,0.032
C4021633,AKT1,0.0315999999999999
C4021633,GJB3,0.0314
C4021633,KCNQ4,0.0275
C4021634,CYP2U1,0.08085
C4021634,FAH,0.0792
C4021634,IFNGR1,0.0668
C4021634,ZEB1,0.0657
C4021634,BCL10,0.06555
C4021634,MALT1,0.06495
C4021634,FOXP1,0.0499
C4021634,ATM,0.0498
C4021634,VHL,0.0477
C4021634,BIRC3,0.0466
C4021634,LMNA,0.04655
C4021634,HLA-DRB1,0.0404
C4021634,CTPS1,0.03685
C4021634,BCL6,0.0349
C4021634,BCL2,0.0345
C4021636,C3,0.5405
C4021636,CFI,0.395
C4021636,C5,0.1895
C4021636,C4B,0.121
C4021636,CFH,0.1091999999999999
C4021636,C2,0.0756999999999999
C4021636,CFHR5,0.0581
C4021636,CFHR1,0.0564
C4021636,CFB,0.0441
C4021636,EFEMP1,0.0429
C4021636,IKBKG,0.0427
C4021636,PIM1,0.0389
C4021636,C7,0.03725
C4021636,CD46,0.03655
C4021636,C6,0.03635
C4021637,BCOR,0.992
C4021637,SMARCB1,0.1832
C4021637,SMARCA4,0.0885
C4021637,ARID1A,0.0841
C4021637,SMARCE1,0.084
C4021637,BLM,0.0773
C4021637,MED12,0.062
C4021637,HOXA13,0.0612
C4021637,SKI,0.0554
C4021637,RAB3GAP2,0.0543
C4021637,NOG,0.0389
C4021637,COX7B,0.0373
C4021637,EDA,0.0336
C4021637,NSUN2,0.0276
C4021637,MEF2C,0.0274
C4021638,SHH,0.1974666666666666
C4021638,SUFU,0.1909666666666666
C4021638,PTCH2,0.1549
C4021638,GLI2,0.1451
C4021638,PTCH1,0.1347
C4021638,SMCHD1,0.05775
C4021638,TGIF1,0.0464
